Question,Segment Type,Segment Description,Answer,Count,Percentage
What social platform has influenced your online shopping most?,University,Northeastern University,Facebook,1,0.5
What social platform has influenced your online shopping most?,University,Northeastern University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Northeastern University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Northeastern University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Northeastern University,None,1,0.5
What social platform has influenced your online shopping most?,University,West Virginia University ,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,West Virginia University ,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,West Virginia University ,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,West Virginia University ,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,West Virginia University ,None,2,1.0
What social platform has influenced your online shopping most?,University,Northern Arizona University,Facebook,1,1.0
What social platform has influenced your online shopping most?,University,Northern Arizona University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Northern Arizona University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Northern Arizona University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Northern Arizona University,None,0,0.0
